Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Date.1,Time.1,Comp.1,Round.1,Day.1,Venue.1,Result.1,GF.1,GA.1,Opponent.1,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG.1,npxG,npxG/Sh,G-xG,np:G-xG,Match Report.1
27/09/2023,19:45,EFL Cup,Third round,Wed,Away,L,0.0,1.0,Chelsea,,,61.0,"37,516",Pervis Estupiñán,4-2-3-1,4-2-3-1,Thomas Bramall,Match Report,,27/09/2023,19:45,EFL Cup,Third round,Wed,Away,L,0.0,1.0,Chelsea,0,13.0,2.0,15.4,0.0,0.0,,,0.0,0.0,,,,,,Match Report
30/09/2023,12:30,Premier League,Matchweek 7,Sat,Away,L,1.0,6.0,Aston Villa,1.7,1.6,61.0,"40,636",Lewis Dunk,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,30/09/2023,12:30,Premier League,Matchweek 7,Sat,Away,L,1.0,6.0,Aston Villa,1,11.0,3.0,27.3,0.09,0.33,15.4,0.0,0.0,0.0,1.7,1.7,0.16,-0.7,-0.7,Match Report
05/10/2023,18:45 (17:45),Europa Lg,Group stage,Thu,Away,D,2.0,2.0,fr Marseille,2.4,1.3,54.0,"63,465",Lewis Dunk,4-2-3-1,4-3-3,Mykola Balakin,Match Report,,05/10/2023,18:45 (17:45),Europa Lg,Group stage,Thu,Away,D,2.0,2.0,fr Marseille,2,13.0,4.0,30.8,0.08,0.25,15.7,1.0,1.0,1.0,2.4,1.8,0.14,-0.4,-0.8,Match Report
08/10/2023,14:00,Premier League,Matchweek 8,Sun,Home,D,2.0,2.0,Liverpool,2.3,2.3,46.0,"31,752",Lewis Dunk,4-2-3-1,4-3-3,Anthony Taylor,Match Report,,08/10/2023,14:00,Premier League,Matchweek 8,Sun,Home,D,2.0,2.0,Liverpool,2,14.0,3.0,21.4,0.14,0.67,16.9,2.0,0.0,0.0,2.3,2.3,0.17,-0.3,-0.3,Match Report
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Away,L,1.0,2.0,Manchester City,0.8,0.8,45.0,"53,466",Lewis Dunk,4-2-3-1,3-2-4-1,Robert Jones,Match Report,,21/10/2023,15:00,Premier League,Matchweek 9,Sat,Away,L,1.0,2.0,Manchester City,1,5.0,3.0,60.0,0.2,0.33,12.1,0.0,0.0,0.0,0.8,0.8,0.17,0.2,0.2,Match Report
26/10/2023,20:00,Europa Lg,Group stage,Thu,Home,W,2.0,0.0,nl Ajax,1.3,0.2,64.0,"30,540",Lewis Dunk,4-4-2,4-2-3-1,Bartosz Frankowski,Match Report,,26/10/2023,20:00,Europa Lg,Group stage,Thu,Home,W,2.0,0.0,nl Ajax,2,12.0,6.0,50.0,0.17,0.33,15.6,1.0,0.0,0.0,1.3,1.3,0.12,0.7,0.7,Match Report
29/10/2023,14:00,Premier League,Matchweek 10,Sun,Home,D,1.0,1.0,Fulham,1.4,0.7,71.0,"31,550",Lewis Dunk,3-4-3,4-2-3-1,Michael Salisbury,Match Report,,29/10/2023,14:00,Premier League,Matchweek 10,Sun,Home,D,1.0,1.0,Fulham,1,18.0,6.0,33.3,0.06,0.17,18.1,1.0,0.0,0.0,1.4,1.4,0.08,-0.4,-0.4,Match Report
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Away,D,1.0,1.0,Everton,0.5,0.7,79.0,"38,683",Lewis Dunk,4-3-3,4-4-1-1,Tim Robinson,Match Report,,04/11/2023,15:00,Premier League,Matchweek 11,Sat,Away,D,1.0,1.0,Everton,0,7.0,2.0,28.6,0.0,0.0,15.6,1.0,0.0,0.0,0.5,0.5,0.07,-0.5,-0.5,Match Report
09/11/2023,18:45 (17:45),Europa Lg,Group stage,Thu,Away,W,2.0,0.0,nl Ajax,1.0,0.7,46.0,"52,095",Lewis Dunk,4-2-3-1,3-2-4-1,Nikola Dabanovi?,Match Report,,09/11/2023,18:45 (17:45),Europa Lg,Group stage,Thu,Away,W,2.0,0.0,nl Ajax,2,8.0,3.0,37.5,0.25,0.67,15.1,0.0,0.0,0.0,1.0,1.0,0.12,1.0,1.0,Match Report
12/11/2023,14:00,Premier League,Matchweek 12,Sun,Home,D,1.0,1.0,Sheffield Utd,1.5,1.1,61.0,"31,367",Pascal Groß,4-2-3-1,3-4-3,John Brooks,Match Report,,12/11/2023,14:00,Premier League,Matchweek 12,Sun,Home,D,1.0,1.0,Sheffield Utd,1,11.0,6.0,54.5,0.09,0.17,16.5,0.0,0.0,0.0,1.5,1.5,0.14,-0.5,-0.5,Match Report
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Away,W,3.0,2.0,Nott'ham Forest,1.3,1.9,53.0,"29,404",Lewis Dunk,4-2-3-1,4-1-4-1,Anthony Taylor,Match Report,,25/11/2023,15:00,Premier League,Matchweek 13,Sat,Away,W,3.0,2.0,Nott'ham Forest,3,9.0,4.0,44.4,0.22,0.5,19.9,1.0,1.0,1.0,1.3,0.6,0.06,1.7,1.4,Match Report
30/11/2023,19:45 (17:45),Europa Lg,Group stage,Thu,Away,W,1.0,0.0,gr AEK Athens,1.3,1.6,45.0,"30,520",Lewis Dunk,4-2-3-1,4-1-4-1,Sandro Schärer,Match Report,,30/11/2023,19:45 (17:45),Europa Lg,Group stage,Thu,Away,W,1.0,0.0,gr AEK Athens,1,8.0,1.0,12.5,0.0,0.0,18.5,0.0,1.0,1.0,1.3,0.5,0.06,-0.3,-0.5,Match Report
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Away,L,2.0,3.0,Chelsea,1.1,2.1,68.0,"39,647",Adam Lallana,4-2-3-1,4-2-3-1,Craig Pawson,Match Report,,03/12/2023,14:00,Premier League,Matchweek 14,Sun,Away,L,2.0,3.0,Chelsea,2,18.0,9.0,50.0,0.11,0.22,18.6,1.0,0.0,0.0,1.1,1.1,0.06,0.9,0.9,Match Report
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Home,W,2.0,1.0,Brentford,1.5,1.5,61.0,"31,571",Pascal Groß,4-2-3-1,4-4-2,Peter Bankes,Match Report,,06/12/2023,19:30,Premier League,Matchweek 15,Wed,Home,W,2.0,1.0,Brentford,2,18.0,7.0,38.9,0.11,0.29,16.1,0.0,0.0,0.0,1.5,1.5,0.09,0.5,0.5,Match Report
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Home,D,1.0,1.0,Burnley,2.6,0.6,72.0,"31,511",Lewis Dunk,4-2-3-1,4-4-2,Simon Hooper,Match Report,,09/12/2023,15:00,Premier League,Matchweek 16,Sat,Home,D,1.0,1.0,Burnley,1,29.0,11.0,37.9,0.03,0.09,14.2,2.0,0.0,0.0,2.6,2.6,0.1,-1.6,-1.6,Match Report
14/12/2023,20:00,Europa Lg,Group stage,Thu,Home,W,1.0,0.0,fr Marseille,1.2,0.4,61.0,"30,214",Lewis Dunk,4-2-3-1,3-4-3,José Sánchez,Match Report,,14/12/2023,20:00,Europa Lg,Group stage,Thu,Home,W,1.0,0.0,fr Marseille,1,13.0,5.0,38.5,0.08,0.2,19.3,1.0,0.0,0.0,1.2,1.2,0.09,-0.2,-0.2,Match Report
17/12/2023,14:00,Premier League,Matchweek 17,Sun,Away,L,0.0,2.0,Arsenal,0.7,2.3,51.0,"60,257",Lewis Dunk,4-2-3-1,4-3-3,Tim Robinson,Match Report,,17/12/2023,14:00,Premier League,Matchweek 17,Sun,Away,L,0.0,2.0,Arsenal,0,6.0,1.0,16.7,0.0,0.0,16.9,0.0,0.0,0.0,0.7,0.7,0.11,-0.7,-0.7,Match Report
21/12/2023,20:00,Premier League,Matchweek 18,Thu,Away,D,1.0,1.0,Crystal Palace,1.2,1.3,65.0,"24,171",Lewis Dunk,4-2-3-1,4-3-3,John Brooks,Match Report,,21/12/2023,20:00,Premier League,Matchweek 18,Thu,Away,D,1.0,1.0,Crystal Palace,1,18.0,6.0,33.3,0.06,0.17,17.6,0.0,0.0,0.0,1.2,1.2,0.07,-0.2,-0.2,Match Report
28/12/2023,19:30,Premier League,Matchweek 19,Thu,Home,W,4.0,2.0,Tottenham,3.2,2.3,45.0,"31,675",Lewis Dunk,4-1-2-1-2,4-2-3-1,Jarred Gillett,Match Report,,28/12/2023,19:30,Premier League,Matchweek 19,Thu,Home,W,4.0,2.0,Tottenham,4,13.0,7.0,53.8,0.15,0.29,15.2,0.0,2.0,2.0,3.2,1.9,0.16,0.8,0.1,Match Report
02/01/2024,19:30,Premier League,Matchweek 20,Tue,Away,D,0.0,0.0,West Ham,2.3,0.7,68.0,"62,462",Pascal Groß,4-3-1-2,4-2-3-1,Samuel Barrott,Match Report,,02/01/2024,19:30,Premier League,Matchweek 20,Tue,Away,D,0.0,0.0,West Ham,0,22.0,8.0,36.4,0.0,0.0,14.4,0.0,0.0,0.0,2.3,2.3,0.11,-2.3,-2.3,Match Report
06/01/2024,15:00,FA Cup,Third round proper,Sat,Away,W,4.0,2.0,Stoke City,,,69.0,"17,032",Lewis Dunk,3-4-3,3-4-3,Paul Tierney,Match Report,,06/01/2024,15:00,FA Cup,Third round proper,Sat,Away,W,4.0,2.0,Stoke City,4,15.0,7.0,46.7,0.27,0.57,,,0.0,0.0,,,,,,Match Report
22/01/2024,19:45,Premier League,Matchweek 21,Mon,Home,D,0.0,0.0,Wolves,1.0,1.1,72.0,"41,505",Lewis Dunk,4-3-3,3-4-3,Craig Pawson,Match Report,,22/01/2024,19:45,Premier League,Matchweek 21,Mon,Home,D,0.0,0.0,Wolves,0,11.0,3.0,27.3,0.0,0.0,14.2,0.0,0.0,0.0,1.0,1.0,0.1,-1.0,-1.0,Match Report
27/01/2024,15:00,FA Cup,Fourth round proper,Sat,Away,W,5.0,2.0,Sheffield Utd,,,69.0,"18,391",Pascal Groß,3-4-3,4-4-2,Sunny Gill,Match Report,,27/01/2024,15:00,FA Cup,Fourth round proper,Sat,Away,W,5.0,2.0,Sheffield Utd,5,10.0,6.0,60.0,0.3,0.5,,,2.0,2.0,,,,,,Match Report
30/01/2024,19:45,Premier League,Matchweek 22,Tue,Away,L,0.0,4.0,Luton Town,0.9,3.1,59.0,"10,994",Lewis Dunk,3-4-3,3-4-3,Robert Jones,Match Report,,30/01/2024,19:45,Premier League,Matchweek 22,Tue,Away,L,0.0,4.0,Luton Town,0,9.0,2.0,22.2,0.0,0.0,13.9,0.0,0.0,0.0,0.9,0.9,0.11,-0.9,-0.9,Match Report
03/02/2024,15:00,Premier League,Matchweek 23,Sat,Home,W,4.0,1.0,Crystal Palace,1.4,0.3,68.0,"31,345",Lewis Dunk,3-4-3,4-3-3,Simon Hooper,Match Report,,03/02/2024,15:00,Premier League,Matchweek 23,Sat,Home,W,4.0,1.0,Crystal Palace,4,13.0,6.0,46.2,0.31,0.67,16.7,0.0,0.0,0.0,1.4,1.4,0.11,2.6,2.6,Match Report
10/02/2024,15:00,Premier League,Matchweek 24,Sat,Away,L,1.0,2.0,Tottenham,1.2,1.6,48.0,"61,445",Lewis Dunk,4-2-3-1,4-2-3-1,Samuel Barrott,Match Report,,10/02/2024,15:00,Premier League,Matchweek 24,Sat,Away,L,1.0,2.0,Tottenham,1,5.0,2.0,40.0,0.0,0.0,17.8,0.0,1.0,1.0,1.2,0.4,0.09,-0.2,-0.4,Match Report
18/02/2024,14:00,Premier League,Matchweek 25,Sun,Away,W,5.0,0.0,Sheffield Utd,2.9,0.6,79.0,"29,522",Lewis Dunk,4-2-3-1,3-5-1-1,Stuart Attwell,Match Report,,18/02/2024,14:00,Premier League,Matchweek 25,Sun,Away,W,5.0,0.0,Sheffield Utd,4,24.0,9.0,37.5,0.17,0.44,15.1,0.0,0.0,0.0,2.9,2.9,0.13,1.1,1.1,Match Report
24/02/2024,15:00,Premier League,Matchweek 26,Sat,Home,D,1.0,1.0,Everton,1.4,0.3,64.0,"41,646",Lewis Dunk,4-2-3-1,4-4-1-1,Tony Harrington,Match Report,,24/02/2024,15:00,Premier League,Matchweek 26,Sat,Home,D,1.0,1.0,Everton,1,23.0,7.0,30.4,0.04,0.14,16.3,1.0,0.0,0.0,1.4,1.4,0.06,-0.4,-0.4,Match Report
28/02/2024,19:45,FA Cup,Fifth round proper,Wed,Away,L,0.0,1.0,Wolves,,,72.0,"23,822",Lewis Dunk,3-4-3,3-4-1-2,Andy Madley,Match Report,,28/02/2024,19:45,FA Cup,Fifth round proper,Wed,Away,L,0.0,1.0,Wolves,0,18.0,2.0,11.1,0.0,0.0,,,0.0,0.0,,,,,,Match Report
02/03/2024,15:00,Premier League,Matchweek 27,Sat,Away,L,0.0,3.0,Fulham,1.3,1.3,70.0,"24,460",Lewis Dunk,3-4-3,4-2-3-1,Simon Hooper,Match Report,,02/03/2024,15:00,Premier League,Matchweek 27,Sat,Away,L,0.0,3.0,Fulham,0,15.0,5.0,33.3,0.0,0.0,17.6,0.0,0.0,0.0,1.3,1.3,0.09,-1.3,-1.3,Match Report
07/03/2024,18:45 (17:45),Europa Lg,Round of 16,Thu,Away,L,0.0,4.0,it Roma,1.0,2.9,59.0,"64,877",Lewis Dunk,4-2-3-1,4-3-3,François Letexier,Match Report,Leg 1 of 2,07/03/2024,18:45 (17:45),Europa Lg,Round of 16,Thu,Away,L,0.0,4.0,it Roma,0,11.0,4.0,36.4,0.0,0.0,14.4,0.0,0.0,0.0,1.0,1.0,0.09,-1.0,-1.0,Match Report
10/03/2024,14:00,Premier League,Matchweek 28,Sun,Home,W,1.0,0.0,Nott'ham Forest,0.4,0.7,63.0,"31,505",Lewis Dunk,4-2-3-1,4-3-3,Michael Salisbury,Match Report,,10/03/2024,14:00,Premier League,Matchweek 28,Sun,Home,W,1.0,0.0,Nott'ham Forest,0,10.0,3.0,30.0,0.0,0.0,17.5,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,Match Report
14/03/2024,20:00,Europa Lg,Round of 16,Thu,Home,W,1.0,0.0,it Roma,1.4,0.4,64.0,"30,380",Lewis Dunk,4-2-3-1,4-3-3,Felix Zwayer,Match Report,Leg 2 of 2; Roma won,14/03/2024,20:00,Europa Lg,Round of 16,Thu,Home,W,1.0,0.0,it Roma,1,21.0,5.0,23.8,0.05,0.2,17.1,1.0,0.0,0.0,1.4,1.4,0.07,-0.4,-0.4,Match Report
31/03/2024,14:00,Premier League,Matchweek 30,Sun,Away,L,1.0,2.0,Liverpool,0.5,2.8,45.0,"60,061",Lewis Dunk,4-2-3-1,4-3-3,David Coote,Match Report,,31/03/2024,14:00,Premier League,Matchweek 30,Sun,Away,L,1.0,2.0,Liverpool,1,9.0,3.0,33.3,0.11,0.33,17.2,0.0,0.0,0.0,0.5,0.5,0.05,0.5,0.5,Match Report
03/04/2024,19:30,Premier League,Matchweek 31,Wed,Away,D,0.0,0.0,Brentford,1.1,0.6,66.0,"17,024",Lewis Dunk,4-2-3-1,3-5-2,Andy Madley,Match Report,,03/04/2024,19:30,Premier League,Matchweek 31,Wed,Away,D,0.0,0.0,Brentford,0,24.0,6.0,25.0,0.0,0.0,20.1,0.0,0.0,0.0,1.1,1.1,0.05,-1.1,-1.1,Match Report
06/04/2024,17:30,Premier League,Matchweek 32,Sat,Home,L,0.0,3.0,Arsenal,0.5,3.4,54.0,"31,677",Lewis Dunk,4-2-3-1,4-3-3,John Brooks,Match Report,,06/04/2024,17:30,Premier League,Matchweek 32,Sat,Home,L,0.0,3.0,Arsenal,0,10.0,2.0,20.0,0.0,0.0,19.2,0.0,0.0,0.0,0.5,0.5,0.05,-0.5,-0.5,Match Report
13/04/2024,15:00,Premier League,Matchweek 33,Sat,Away,D,1.0,1.0,Burnley,0.9,1.7,56.0,"20,687",Lewis Dunk,4-2-3-1,4-4-2,Simon Hooper,Match Report,,13/04/2024,15:00,Premier League,Matchweek 33,Sat,Away,D,1.0,1.0,Burnley,0,20.0,8.0,40.0,0.0,0.0,18.4,1.0,0.0,0.0,0.9,0.9,0.04,-0.9,-0.9,Match Report
25/04/2024,20:00,Premier League,Matchweek 29,Thu,Home,L,0.0,4.0,Manchester City,0.6,1.4,36.0,"31,596",Lewis Dunk,4-2-3-1,4-1-4-1,Jarred Gillett,Match Report,,25/04/2024,20:00,Premier League,Matchweek 29,Thu,Home,L,0.0,4.0,Manchester City,0,7.0,3.0,42.9,0.0,0.0,16.0,0.0,0.0,0.0,0.6,0.6,0.09,-0.6,-0.6,Match Report
28/04/2024,14:00,Premier League,Matchweek 35,Sun,Away,L,0.0,3.0,Bournemouth,0.9,1.9,69.0,"11,188",Lewis Dunk,4-2-3-1,4-4-2,Paul Tierney,Match Report,,28/04/2024,14:00,Premier League,Matchweek 35,Sun,Away,L,0.0,3.0,Bournemouth,0,13.0,1.0,7.7,0.0,0.0,16.5,0.0,0.0,0.0,0.9,0.9,0.07,-0.9,-0.9,Match Report
05/05/2024,14:00,Premier League,Matchweek 36,Sun,Home,W,1.0,0.0,Aston Villa,2.5,0.1,52.0,"31,596",Lewis Dunk,4-2-3-1,4-2-3-1,Robert Jones,Match Report,,05/05/2024,14:00,Premier League,Matchweek 36,Sun,Home,W,1.0,0.0,Aston Villa,1,14.0,7.0,50.0,0.07,0.14,16.3,0.0,0.0,1.0,2.5,1.6,0.12,-1.5,-0.6,Match Report
11/05/2024,15:00,Premier League,Matchweek 37,Sat,Away,D,1.0,1.0,Newcastle Utd,1.4,2.2,43.0,"51,997",Lewis Dunk,4-2-3-1,4-3-3,Darren England,Match Report,,11/05/2024,15:00,Premier League,Matchweek 37,Sat,Away,D,1.0,1.0,Newcastle Utd,1,15.0,4.0,26.7,0.07,0.25,16.2,0.0,0.0,0.0,1.4,1.4,0.09,-0.4,-0.4,Match Report
15/05/2024,19:45,Premier League,Matchweek 34,Wed,Home,L,1.0,2.0,Chelsea,1.3,1.5,55.0,"31,555",Lewis Dunk,4-2-3-1,4-2-3-1,Michael Salisbury,Match Report,,15/05/2024,19:45,Premier League,Matchweek 34,Wed,Home,L,1.0,2.0,Chelsea,1,12.0,2.0,16.7,0.08,0.5,15.3,0.0,0.0,0.0,1.3,1.3,0.11,-0.3,-0.3,Match Report
19/05/2024,16:00,Premier League,Matchweek 38,Sun,Home,L,0.0,2.0,Manchester Utd,1.7,1.3,55.0,"31,662",Adam Lallana,4-2-3-1,4-2-2-2,Craig Pawson,Match Report,,19/05/2024,16:00,Premier League,Matchweek 38,Sun,Home,L,0.0,2.0,Manchester Utd,0,17.0,2.0,11.8,0.0,0.0,14.2,0.0,0.0,0.0,1.7,1.7,0.11,-1.7,-1.7,Match Report
,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,,70,710.0,248.0,34.9,0.08,0.24,16.7,16.0,11.0,12.0,,,0.1,70.0,59.0,
12/08/2023,15:00,Premier League,Matchweek 1,Sat,Home,D,1.0,1.0,West Ham,1.3,1.1,62.0,"11,245",Neto,4-2-3-1,4-2-3-1,Peter Bankes,Match Report,,12/08/2023,15:00,Premier League,Matchweek 1,Sat,Home,D,1.0,1.0,West Ham,1,14.0,5.0,35.7,0.07,0.2,20.7,1.0,0.0,0.0,1.3,1.3,0.1,-0.3,-0.3,Match Report
19/08/2023,15:00,Premier League,Matchweek 2,Sat,Away,L,1.0,3.0,Liverpool,1.3,3.0,36.0,"53,145",Neto,4-2-3-1,4-3-3,Thomas Bramall,Match Report,,19/08/2023,15:00,Premier League,Matchweek 2,Sat,Away,L,1.0,3.0,Liverpool,1,13.0,5.0,38.5,0.08,0.2,19.7,1.0,0.0,0.0,1.3,1.3,0.1,-0.3,-0.3,Match Report
26/08/2023,12:30,Premier League,Matchweek 3,Sat,Home,L,0.0,2.0,Tottenham,0.7,2.1,44.0,"10,567",Neto,4-2-3-1,4-2-3-1,Tim Robinson,Match Report,,26/08/2023,12:30,Premier League,Matchweek 3,Sat,Home,L,0.0,2.0,Tottenham,0,11.0,3.0,27.3,0.0,0.0,17.8,0.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7,Match Report
29/08/2023,19:30,EFL Cup,Second round,Tue,Away,W,3.0,2.0,Swansea City,,,57.0,"8,785",David Brooks,4-2-3-1,5-3-2,Matt Donohue,Match Report,,29/08/2023,19:30,EFL Cup,Second round,Tue,Away,W,3.0,2.0,Swansea City,3,21.0,8.0,38.1,0.14,0.38,,,0.0,0.0,,,,,,Match Report
02/09/2023,15:00,Premier League,Matchweek 4,Sat,Away,D,2.0,2.0,Brentford,2.1,2.9,40.0,"16,973",Neto,4-2-3-1,4-3-3,Robert Madley,Match Report,,02/09/2023,15:00,Premier League,Matchweek 4,Sat,Away,D,2.0,2.0,Brentford,2,12.0,5.0,41.7,0.17,0.4,15.1,0.0,0.0,0.0,2.1,2.1,0.17,-0.1,-0.1,Match Report
17/09/2023,14:00,Premier League,Matchweek 5,Sun,Home,D,0.0,0.0,Chelsea,1.0,1.8,36.0,"10,421",Neto,4-2-3-1,4-2-3-1,David Coote,Match Report,,17/09/2023,14:00,Premier League,Matchweek 5,Sun,Home,D,0.0,0.0,Chelsea,0,13.0,4.0,30.8,0.0,0.0,16.7,1.0,0.0,0.0,1.0,1.0,0.08,-1.0,-1.0,Match Report
24/09/2023,14:00,Premier League,Matchweek 6,Sun,Away,L,1.0,3.0,Brighton,1.1,1.9,39.0,"31,617",Neto,4-2-3-1,4-2-3-1,John Brooks,Match Report,,24/09/2023,14:00,Premier League,Matchweek 6,Sun,Away,L,1.0,3.0,Brighton,1,12.0,3.0,25.0,0.08,0.33,17.6,1.0,0.0,0.0,1.1,1.1,0.1,-0.1,-0.1,Match Report
27/09/2023,19:45,EFL Cup,Third round,Wed,Home,W,2.0,0.0,Stoke City,,,54.0,"10,282",Adam Smith,4-2-3-1,4-2-3-1,Graham Scott,Match Report,,27/09/2023,19:45,EFL Cup,Third round,Wed,Home,W,2.0,0.0,Stoke City,2,14.0,6.0,42.9,0.14,0.33,,,0.0,0.0,,,,,,Match Report
30/09/2023,15:00,Premier League,Matchweek 7,Sat,Home,L,0.0,4.0,Arsenal,0.6,3.4,43.0,"11,193",Neto,4-2-3-1,4-3-3,Michael Salisbury,Match Report,,30/09/2023,15:00,Premier League,Matchweek 7,Sat,Home,L,0.0,4.0,Arsenal,0,8.0,1.0,12.5,0.0,0.0,14.1,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6,Match Report
07/10/2023,15:00,Premier League,Matchweek 8,Sat,Away,L,0.0,3.0,Everton,0.7,2.4,52.0,"38,815",Neto,4-2-3-1,4-4-1-1,David Coote,Match Report,,07/10/2023,15:00,Premier League,Matchweek 8,Sat,Away,L,0.0,3.0,Everton,0,11.0,3.0,27.3,0.0,0.0,16.2,0.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7,Match Report
21/10/2023,15:00,Premier League,Matchweek 9,Sat,Home,L,1.0,2.0,Wolves,0.6,2.4,35.0,"11,175",Neto,4-2-3-1,3-4-3,Paul Tierney,Match Report,,21/10/2023,15:00,Premier League,Matchweek 9,Sat,Home,L,1.0,2.0,Wolves,1,7.0,4.0,57.1,0.14,0.25,17.1,0.0,0.0,0.0,0.6,0.6,0.09,0.4,0.4,Match Report
28/10/2023,15:00,Premier League,Matchweek 10,Sat,Home,W,2.0,1.0,Burnley,1.1,0.8,45.0,"11,152",Lloyd Kelly,4-2-3-1,4-3-3,Samuel Barrott,Match Report,,28/10/2023,15:00,Premier League,Matchweek 10,Sat,Home,W,2.0,1.0,Burnley,2,13.0,6.0,46.2,0.15,0.33,19.5,2.0,0.0,0.0,1.1,1.1,0.09,0.9,0.9,Match Report
01/11/2023,19:45,EFL Cup,Fourth round,Wed,Home,L,1.0,2.0,Liverpool,,,33.0,"11,116",Adam Smith,4-2-3-1,4-3-3,John Brooks,Match Report,,01/11/2023,19:45,EFL Cup,Fourth round,Wed,Home,L,1.0,2.0,Liverpool,1,16.0,6.0,37.5,0.06,0.17,,,0.0,0.0,,,,,,Match Report
04/11/2023,15:00,Premier League,Matchweek 11,Sat,Away,L,1.0,6.0,Manchester City,0.9,1.9,35.0,"53,358",Lloyd Kelly,5-4-1,3-4-3,Craig Pawson,Match Report,,04/11/2023,15:00,Premier League,Matchweek 11,Sat,Away,L,1.0,6.0,Manchester City,1,5.0,1.0,20.0,0.2,1.0,11.4,0.0,0.0,0.0,0.9,0.9,0.18,0.1,0.1,Match Report
11/11/2023,17:30,Premier League,Matchweek 12,Sat,Home,W,2.0,0.0,Newcastle Utd,2.4,0.5,48.0,"11,201",Neto,4-2-3-1,4-3-3,Chris Kavanagh,Match Report,,11/11/2023,17:30,Premier League,Matchweek 12,Sat,Home,W,2.0,0.0,Newcastle Utd,2,19.0,10.0,52.6,0.11,0.2,14.9,0.0,0.0,0.0,2.4,2.4,0.13,-0.4,-0.4,Match Report
25/11/2023,15:00,Premier League,Matchweek 13,Sat,Away,W,3.0,1.0,Sheffield Utd,2.9,0.8,54.0,"30,208",Neto,4-2-3-1,3-4-3,Andy Madley,Match Report,,25/11/2023,15:00,Premier League,Matchweek 13,Sat,Away,W,3.0,1.0,Sheffield Utd,3,23.0,11.0,47.8,0.13,0.27,15.7,0.0,0.0,0.0,2.9,2.9,0.13,0.1,0.1,Match Report
03/12/2023,14:00,Premier League,Matchweek 14,Sun,Home,D,2.0,2.0,Aston Villa,2.0,0.7,38.0,"11,191",Neto,4-2-3-1,4-4-2,Thomas Bramall,Match Report,,03/12/2023,14:00,Premier League,Matchweek 14,Sun,Home,D,2.0,2.0,Aston Villa,2,15.0,7.0,46.7,0.13,0.29,13.6,0.0,0.0,0.0,2.0,2.0,0.13,0.0,0.0,Match Report
06/12/2023,19:30,Premier League,Matchweek 15,Wed,Away,W,2.0,0.0,Crystal Palace,1.8,1.0,41.0,"25,078",Neto,4-2-3-1,4-2-3-1,Craig Pawson,Match Report,,06/12/2023,19:30,Premier League,Matchweek 15,Wed,Away,W,2.0,0.0,Crystal Palace,2,11.0,4.0,36.4,0.18,0.5,11.5,0.0,0.0,0.0,1.8,1.8,0.17,0.2,0.2,Match Report
09/12/2023,15:00,Premier League,Matchweek 16,Sat,Away,W,3.0,0.0,Manchester Utd,1.5,1.1,32.0,"73,427",Neto,4-2-3-1,4-2-3-1,Peter Bankes,Match Report,,09/12/2023,15:00,Premier League,Matchweek 16,Sat,Away,W,3.0,0.0,Manchester Utd,3,10.0,4.0,40.0,0.3,0.75,12.7,0.0,0.0,0.0,1.5,1.5,0.15,1.5,1.5,Match Report
23/12/2023,15:00,Premier League,Matchweek 18,Sat,Away,W,3.0,2.0,Nott'ham Forest,1.6,1.0,66.0,"29,188",Neto,4-2-3-1,4-2-3-1,Robert Jones,Match Report,,23/12/2023,15:00,Premier League,Matchweek 18,Sat,Away,W,3.0,2.0,Nott'ham Forest,3,18.0,6.0,33.3,0.17,0.5,15.9,1.0,0.0,0.0,1.6,1.6,0.09,1.4,1.4,Match Report
26/12/2023,15:00,Premier League,Matchweek 19,Tue,Home,W,3.0,0.0,Fulham,1.8,0.3,43.0,"11,099",Neto,4-2-3-1,4-2-3-1,Tim Robinson,Match Report,,26/12/2023,15:00,Premier League,Matchweek 19,Tue,Home,W,3.0,0.0,Fulham,3,15.0,3.0,20.0,0.13,0.67,18.5,0.0,1.0,1.0,1.8,1.0,0.07,1.2,1.0,Match Report
31/12/2023,14:00,Premier League,Matchweek 20,Sun,Away,L,1.0,3.0,Tottenham,1.7,2.3,50.0,"61,780",Neto,4-2-3-1,4-3-3,Simon Hooper,Match Report,,31/12/2023,14:00,Premier League,Matchweek 20,Sun,Away,L,1.0,3.0,Tottenham,1,24.0,4.0,16.7,0.04,0.25,17.2,1.0,0.0,0.0,1.7,1.7,0.07,-0.7,-0.7,Match Report
